vente_id,date,prix,rue,arrondissement,surface,pieces,longitude,latitude,prix_m2,annee
2023-1335443,2023-08-31,291220.0,RUE DE L AGENT BAILLY,9,22.0,1,2.34197,48.878,13237.27,2023
2023-1335456,2023-08-31,950600.0,RUE DE BRAQUE,3,72.0,3,2.35663,48.86121,13202.78,2023
2023-1335488,2023-08-31,280000.0,RUE RIQUET,18,31.0,2,2.36215,48.89019,9032.26,2023
2023-1335544,2023-08-31,548500.0,RUE STENDHAL,20,67.0,2,2.4008,48.86325,8186.57,2023
2023-1335568,2023-08-31,932000.0,RUE JACQUEMONT,17,85.0,3,2.32284,48.88762,10964.71,2023
2023-1335597,2023-08-31,273000.0,AV DE SAINT OUEN,18,28.0,3,2.32684,48.89004,9750.0,2023
2023-1335753,2023-08-31,1387300.9,RUE DES DEUX PONTS,4,71.0,3,2.35655,48.85214,19539.45,2023
2023-1354160,2023-08-31,292800.0,RUE NIEPCE,14,32.0,1,2.31847,48.83511,9150.0,2023
2023-1354166,2023-08-31,217000.0,RUE DE MADAGASCAR,12,35.0,2,2.39775,48.83511,6200.0,2023
2023-1354175,2023-08-31,730000.0,RUE CHARLES FOURIER,13,68.0,3,2.35227,48.82424,10735.29,2023
2023-1354204,2023-08-31,353000.0,AV RAYMOND POINCARE,16,30.0,1,2.28596,48.8654,11766.67,2023
2023-1354246,2023-08-31,2714286.0,BD SAINT GERMAIN,6,129.0,5,2.3347,48.8532,21040.98,2023
2023-1354247,2023-08-31,114286.0,RUE DE LA CROIX NIVERT,15,10.0,1,2.28958,48.83808,11428.6,2023
2023-1354251,2023-08-31,218447.0,RUE SAINT JACQUES,5,21.0,1,2.34324,48.8455,10402.24,2023
2023-1354254,2023-08-31,1052170.0,RUE JEAN PIERRE TIMBAUD,11,97.0,3,2.37521,48.86661,10847.11,2023
2023-1354262,2023-08-31,457000.0,RUE DE LA GLACIERE,13,48.0,2,2.34552,48.83318,9520.83,2023
2023-1354271,2023-08-31,860000.0,AV DU GENERAL LECLERC,14,90.0,4,2.32549,48.82656,9555.56,2023
2023-1354281,2023-08-31,1576300.0,RUE LYAUTEY,16,77.0,3,2.28186,48.85687,20471.43,2023
2023-1354291,2023-08-31,113000.0,RUE DES CEVENNES,15,11.0,1,2.27978,48.84309,10272.73,2023
2023-1354337,2023-08-31,1011050.0,AV DU GENERAL LECLERC,14,83.0,4,2.32827,48.83053,12181.33,2023
2023-1354339,2023-08-31,359050.0,RUE OBERKAMPF,11,36.0,2,2.37597,48.86562,9973.61,2023
2023-1354342,2023-08-31,200000.0,RUE BALARD,15,18.0,1,2.27822,48.83744,11111.11,2023
2023-1354353,2023-08-31,182900.0,RUE DU CHATEAU DES RENTIERS,13,19.0,1,2.37023,48.82391,9626.32,2023
2023-1354356,2023-08-31,1480000.0,RUE JOUVENET,16,160.0,5,2.26346,48.84336,9250.0,2023
2023-1354358,2023-08-31,416000.0,VC A 12,12,44.0,2,2.3907,48.84487,9454.55,2023
2023-1354361,2023-08-31,300000.0,RUE DU DOCTEUR GOUJON,12,33.0,2,2.3987,48.84056,9090.91,2023
2023-1354363,2023-08-31,681605.0,RUE KUSS,13,68.0,3,2.35246,48.82244,10023.6,2023
2023-1354375,2023-08-31,220000.0,RUE DE L OUEST,14,38.0,2,2.31565,48.83388,5789.47,2023
2023-1354387,2023-08-31,335000.0,RUE LEON FROT,11,28.0,1,2.38732,48.85433,11964.29,2023
2023-1354389,2023-08-31,332000.0,RUE EUGENE GIBEZ,15,35.0,2,2.29499,48.83604,9485.71,2023
2023-1354390,2023-08-31,350000.0,RUE MORET,11,45.0,2,2.38032,48.86654,7777.78,2023
2023-1354398,2023-08-31,620000.0,BD DU MONTPARNASSE,6,56.0,4,2.33429,48.84069,11071.43,2023
2023-1354400,2023-08-31,223631.0,AV REILLE,14,29.0,2,2.33379,48.82378,7711.41,2023
2023-1354405,2023-08-31,395200.0,RUE DU THEATRE,15,37.0,2,2.29037,48.8477,10681.08,2023
2023-1354425,2023-08-31,190008.0,RUE DE LA ROQUETTE,11,35.0,2,2.37879,48.8575,5428.8,2023
2023-1354430,2023-08-31,727100.0,RUE JAUCOURT,12,67.0,4,2.39467,48.84722,10852.24,2023
2023-1354433,2023-08-31,494000.0,RUE DE LA CONVENTION,15,54.0,2,2.29974,48.83589,9148.15,2023
2023-1354449,2023-08-31,241500.0,RUE CASTAGNARY,15,37.0,3,2.30802,48.8328,6527.03,2023
2023-1354485,2023-08-31,835000.0,RUE BOUSSINGAULT,13,85.0,4,2.34421,48.82472,9823.53,2023
2023-1354498,2023-08-31,250000.0,RUE DU THEATRE,15,27.0,2,2.29578,48.84575,9259.26,2023
2023-1354501,2023-08-31,110000.0,SQ DE PORT-ROYAL,13,10.0,1,2.34294,48.83691,11000.0,2023
2023-1354503,2023-08-31,179000.0,RUE LOUIS BONNET,11,18.0,1,2.37623,48.87041,9944.44,2023
2023-1354507,2023-08-31,429000.0,RUE JEAN MARIDOR,15,66.0,4,2.28524,48.83937,6500.0,2023
2023-1354513,2023-08-31,480000.0,RUE VASCO DE GAMA,15,53.0,2,2.28258,48.83797,9056.6,2023
2023-1354519,2023-08-31,215000.0,RUE TRAVERSIERE,12,23.0,2,2.37449,48.84851,9347.83,2023
2023-1354535,2023-08-31,414000.0,RUE VOLTAIRE,11,40.0,3,2.39088,48.85251,10350.0,2023
2023-1354568,2023-08-31,430728.0,RUE VOLTAIRE,11,39.0,2,2.39166,48.85274,11044.31,2023
2023-1354569,2023-08-31,262500.0,RUE D ARGENTINE,16,26.0,1,2.28964,48.87449,10096.15,2023
2023-1354600,2023-08-31,270000.0,AV PHILIPPE AUGUSTE,11,33.0,1,2.39161,48.85411,8181.82,2023
2023-1354618,2023-08-31,570050.0,RUE DE LA VOUTE,12,60.0,2,2.40662,48.84555,9500.83,2023
2023-1354654,2023-08-31,275000.0,RUE HOUDART DE LAMOTTE,15,28.0,2,2.28831,48.8404,9821.43,2023
2023-1354663,2023-08-31,586500.0,RUE DE JAVEL,15,54.0,3,2.29266,48.84018,10861.11,2023
2023-1354664,2023-08-31,320000.0,RUE LECOURBE,15,32.0,2,2.30437,48.8427,10000.0,2023
2023-1354676,2023-08-31,1221000.0,RUE MICHEL ANGE,16,112.0,3,2.26168,48.84455,10901.79,2023
2023-1354720,2023-08-31,1168269.0,RUE DU RANELAGH,16,90.0,2,2.27289,48.85456,12980.77,2023
2023-1354732,2023-08-31,574000.0,RUE SAINT HUBERT,11,44.0,2,2.38019,48.86386,13045.45,2023
2023-1354763,2023-08-31,198200.0,BD DIDEROT,12,23.0,1,2.38027,48.84621,8617.39,2023
2023-1354765,2023-08-31,658000.0,RUE DU DRAGON,6,45.0,2,2.33072,48.85372,14622.22,2023
2023-1354781,2023-08-31,1590507.0,AV DE BRETEUIL,7,74.0,3,2.31248,48.84853,21493.34,2023
2023-1354791,2023-08-31,384000.0,RUE HUMBLOT,15,13.0,1,2.29381,48.85113,29538.46,2023
2023-1354846,2023-08-31,515573.0,BD DE GRENELLE,15,47.0,2,2.29881,48.84811,10969.64,2023
2023-1354871,2023-08-31,700000.0,RUE JEANNE D ARC,13,75.0,3,2.361,48.83487,9333.33,2023
2023-1354894,2023-08-31,420000.0,RUE DE BASSANO,16,37.0,1,2.29753,48.86865,11351.35,2023
2023-1354896,2023-08-31,281688.0,RUE CELS,14,33.0,2,2.32435,48.83625,8536.0,2023
2023-1354907,2023-08-31,432000.0,RUE THIBOUMERY,15,46.0,2,2.30546,48.83584,9391.3,2023
2023-1354951,2023-08-31,296800.0,RUE BAULANT,12,25.0,2,2.38672,48.84076,11872.0,2023
2023-1355003,2023-08-31,200000.0,RUE DU CARDINAL LEMOINE,5,9.0,1,2.3517,48.84698,22222.22,2023
2023-1355076,2023-08-31,274000.0,RUE DIDOT,14,34.0,2,2.31762,48.82921,8058.82,2023
2023-1355090,2023-08-31,180000.0,RUE SEBASTIEN MERCIER,15,25.0,1,2.28106,48.8432,7200.0,2023
2023-1355106,2023-08-31,495000.0,RUE ALPHONSE BAUDIN,11,30.0,2,2.37025,48.8613,16500.0,2023
2023-1355155,2023-08-31,450000.0,RUE DE L ABBE GROULT,15,48.0,2,2.2947,48.84135,9375.0,2023
2023-1355317,2023-08-31,71000.0,RUE DE L ABBE GROULT,15,15.0,1,2.29519,48.84153,4733.33,2023
2023-1355328,2023-08-31,260000.0,RUE CENSIER,5,30.0,2,2.35224,48.84049,8666.67,2023
2023-1355338,2023-08-31,1230000.0,RUE LARREY,5,97.0,4,2.35324,48.8425,12680.41,2023
2023-1355391,2023-08-31,1512841.0,RUE DE LA FEDERATION,15,84.0,4,2.29533,48.85308,18010.01,2023
2023-1355397,2023-08-31,215000.0,RUE GALILEE,16,18.0,1,2.29649,48.87047,11944.44,2023
2023-1355468,2023-08-31,370000.0,RUE DE TOLBIAC,13,40.0,2,2.37516,48.82994,9250.0,2023
2023-1355508,2023-08-31,294000.0,RUE PAUL FORT,14,34.0,2,2.33032,48.82379,8647.06,2023
2023-1355592,2023-08-31,1161000.0,RUE ABEL,12,92.0,3,2.37521,48.84672,12619.57,2023
2023-1355599,2023-08-31,336000.0,RUE SCHEFFER,16,35.0,1,2.28259,48.8613,9600.0,2023
2023-1334470,2023-09-01,460650.0,RUE CONSTANCE,18,34.0,2,2.33342,48.88607,13548.53,2023
2023-1334491,2023-09-01,413000.0,RUE ALEXANDRE DUMAS,20,42.0,2,2.39753,48.85512,9833.33,2023
2023-1334499,2023-09-01,840000.0,RUE SAINT-AUGUSTIN,2,51.0,2,2.33705,48.86867,16470.59,2023
2023-1334502,2023-09-01,617500.0,QUAI DE BOURBON,4,40.0,2,2.35551,48.85267,15437.5,2023
2023-1334518,2023-09-01,1090000.0,RUE DE BAGNOLET,20,98.0,4,2.39801,48.8573,11122.45,2023
2023-1334521,2023-09-01,372000.0,RUE DE MENILMONTANT,20,32.0,2,2.38594,48.86792,11625.0,2023
2023-1334558,2023-09-01,223000.0,RUE DE BELLEVILLE,20,22.0,2,2.38369,48.87335,10136.36,2023
2023-1334559,2023-09-01,340000.0,AV DE CLICHY,17,42.0,3,2.3241,48.88872,8095.24,2023
2023-1334561,2023-09-01,756500.0,RUE PHILIPPE DE GIRARD,10,86.0,4,2.36114,48.88364,8796.51,2023
2023-1334597,2023-09-01,660000.0,RUE BIOT,17,60.0,3,2.32588,48.88478,11000.0,2023
2023-1334598,2023-09-01,393000.0,RUE CHARLES V,4,33.0,2,2.36265,48.85258,11909.09,2023
2023-1334613,2023-09-01,224700.0,RUE DU BORREGO,20,24.0,1,2.40053,48.87271,9362.5,2023
2023-1334636,2023-09-01,160000.0,CRS DE VINCENNES,20,17.0,1,2.4036,48.84836,9411.76,2023
2023-1334652,2023-09-01,960000.0,IMP DE LA TOUR D AUVERGNE,9,75.0,3,2.34222,48.87975,12800.0,2023
2023-1334654,2023-09-01,1060000.0,RUE ANATOLE DE LA FORGE,17,77.0,3,2.29191,48.87633,13766.23,2023
2023-1334655,2023-09-01,475000.0,AV JEAN JAURES,19,41.0,3,2.37903,48.88484,11585.37,2023
2023-1334660,2023-09-01,107000.0,BD BARBES,18,13.0,1,2.34993,48.88644,8230.77,2023
2023-1334666,2023-09-01,315000.0,RUE DEBELLEYME,3,25.0,1,2.36312,48.86171,12600.0,2023
2023-1334674,2023-09-01,180000.0,RUE EUGENE VARLIN,10,15.0,1,2.36411,48.87832,12000.0,2023
2023-1334677,2023-09-01,955050.0,RUE DE ROCHECHOUART,9,37.0,2,2.34396,48.87695,25812.16,2023
2023-1334678,2023-09-01,616650.0,RUE DE L EST,20,77.0,4,2.3943,48.87118,8008.44,2023
2023-1334686,2023-09-01,99020.0,RUE CHEV. DE LA BARRE,18,12.0,1,2.34671,48.88731,8251.67,2023
2023-1334687,2023-09-01,430000.0,AV DES TERNES,17,37.0,2,2.29688,48.8776,11621.62,2023
2023-1334728,2023-09-01,325000.0,RUE DES DEUX GARES,10,32.0,2,2.35777,48.87818,10156.25,2023
2023-1334796,2023-09-01,220000.0,RUE JEAN-BAPTISTE PIGALLE,9,21.0,1,2.33241,48.87795,10476.19,2023
2023-1334807,2023-09-01,404000.0,RUE ALFRED DE VIGNY,8,64.0,3,2.30554,48.87848,6312.5,2023
2023-1334811,2023-09-01,1295000.0,BD DES BATIGNOLLES,8,115.0,4,2.32364,48.88247,11260.87,2023
2023-1334813,2023-09-01,210000.0,RUE CHARLES V,4,19.0,1,2.36222,48.85293,11052.63,2023
2023-1334818,2023-09-01,429500.0,RUE FREDERICK LEMAITRE,20,45.0,2,2.39263,48.87448,9544.44,2023
2023-1334849,2023-09-01,749750.0,BD DE STRASBOURG,10,69.0,3,2.35669,48.87432,10865.94,2023
2023-1334857,2023-09-01,595000.0,RUE DE L ECHIQUIER,10,45.0,3,2.35158,48.87146,13222.22,2023
2023-1334916,2023-09-01,1349010.0,RUE DE CHABROL,10,115.0,4,2.35302,48.87707,11730.52,2023
2023-1334963,2023-09-01,1150000.0,SQ DE MAUBEUGE,9,95.0,4,2.34615,48.8784,12105.26,2023
2023-1334998,2023-09-01,640000.0,RUE JOUFFROY D'ABBANS,17,53.0,2,2.31159,48.88644,12075.47,2023
2023-1335015,2023-09-01,507000.0,AV DE SAINT OUEN,18,50.0,2,2.32674,48.88835,10140.0,2023
2023-1335057,2023-09-01,518310.0,RUE DE BELLEVILLE,20,57.0,3,2.40121,48.87555,9093.16,2023
2023-1335095,2023-09-01,192000.0,AV JEAN JAURES,19,16.0,1,2.37546,48.8844,12000.0,2023
2023-1335099,2023-09-01,700000.0,RUE BELGRAND,20,93.0,4,2.40304,48.86429,7526.88,2023
2023-1335109,2023-09-01,462500.0,RUE BEAUREPAIRE,10,42.0,3,2.36368,48.86936,11011.9,2023
2023-1335115,2023-09-01,359000.0,RUE MONTCALM,18,50.0,3,2.33995,48.89404,7180.0,2023
2023-1335214,2023-09-01,1700000.0,RUE THEODORE DE BANVILLE,17,160.0,5,2.29952,48.88132,10625.0,2023
2023-1335248,2023-09-01,782900.0,RUE DU FBG POISSONNIERE,10,71.0,3,2.34827,48.87107,11026.76,2023
2023-1335262,2023-09-01,230000.0,RUE DE LA PLAINE,20,33.0,1,2.40122,48.85052,6969.7,2023
2023-1335358,2023-09-01,200000.0,RUE ETIENNE DOLET,20,35.0,2,2.38329,48.8678,5714.29,2023
2023-1335362,2023-09-01,190000.0,RUE HENRI CHEVREAU,20,20.0,1,2.38909,48.86988,9500.0,2023
2023-1335376,2023-09-01,515000.0,RUE ROBERT BLACHE,10,57.0,3,2.36431,48.87786,9035.09,2023
2023-1335395,2023-09-01,762500.0,RUE TOURLAQUE,18,56.0,3,2.33365,48.88744,13616.07,2023
2023-1335420,2023-09-01,415000.0,RUE DU FBG SAINT DENIS,10,45.0,3,2.35808,48.88044,9222.22,2023
2023-1335499,2023-09-01,405000.0,VLA TOCCATA,19,46.0,2,2.38625,48.88932,8804.35,2023
2023-1335640,2023-09-01,295000.0,RUE PETIT,19,38.0,2,2.38413,48.88495,7763.16,2023
2023-1335656,2023-09-01,875000.0,QUAI DE BOURBON,4,45.0,2,2.3534,48.8531,19444.44,2023
2023-1335680,2023-09-01,631110.0,RUE MONTE CRISTO,20,52.0,2,2.39777,48.8563,12136.73,2023
2023-1335682,2023-09-01,250000.0,RUE DE BAGNOLET,20,32.0,2,2.39929,48.85732,7812.5,2023
2023-1335721,2023-09-01,350300.0,RUE DE CRIMEE,19,38.0,2,2.38484,48.88331,9218.42,2023
2023-1336066,2023-09-01,580000.0,RUE FOURCROY,17,55.0,2,2.29797,48.88082,10545.45,2023
2023-1354276,2023-09-01,381600.0,BD DE CHARONNE,11,47.0,1,2.39549,48.85395,8119.15,2023
2023-1354277,2023-09-01,420000.0,RUE DES MARINIERS,14,70.0,3,2.31104,48.82743,6000.0,2023
2023-1354289,2023-09-01,477000.0,AV PHILIPPE AUGUSTE,11,52.0,2,2.3904,48.85652,9173.08,2023
2023-1354290,2023-09-01,176000.0,RUE DAGUERRE,14,19.0,1,2.32884,48.8341,9263.16,2023
2023-1354314,2023-09-01,349010.0,RUE DE BERCY,12,50.0,2,2.36854,48.84719,6980.2,2023
2023-1354315,2023-09-01,393890.0,RUE ROSENWALD,15,45.0,2,2.30612,48.83281,8753.11,2023
2023-1354316,2023-09-01,1300000.0,RUE JOSEPH BARA,6,110.0,5,2.3336,48.84244,11818.18,2023
2023-1354324,2023-09-01,310500.0,RUE CAMILLE CRESPIN DU GAST,11,26.0,2,2.38147,48.86599,11942.31,2023
2023-1354333,2023-09-01,586935.0,RUE DU COLONEL OUDOT,12,65.0,3,2.40657,48.83733,9029.77,2023
2023-1354340,2023-09-01,6931500.0,PL DU PANTHEON,5,260.0,7,2.34704,48.84685,26659.62,2023
2023-1354346,2023-09-01,1860000.0,RUE DE VERNEUIL,7,93.0,4,2.32752,48.85871,20000.0,2023
2023-1354410,2023-09-01,332500.0,RUE DU COTENTIN,15,33.0,1,2.31399,48.839,10075.76,2023
2023-1354432,2023-09-01,160000.0,RUE DU PRE AUX CLERCS,7,17.0,1,2.33008,48.8556,9411.76,2023
2023-1354436,2023-09-01,710500.0,AV DE LA REPUBLIQUE,11,35.0,2,2.37292,48.86535,20300.0,2023
2023-1354439,2023-09-01,465000.0,RUE MONTBRUN,14,44.0,3,2.33032,48.82871,10568.18,2023
2023-1354444,2023-09-01,844000.0,RUE VICTOR CONSIDERANT,14,70.0,4,2.33146,48.83536,12057.14,2023
2023-1354458,2023-09-01,670400.0,AV DE FRANCE,13,60.0,3,2.37413,48.83224,11173.33,2023
2023-1354459,2023-09-01,600000.0,RUE LOUIS MORARD,14,54.0,3,2.32087,48.82882,11111.11,2023
2023-1354469,2023-09-01,464422.0,RUE DE VAUGIRARD,15,53.0,2,2.29028,48.83422,8762.68,2023
2023-1354481,2023-09-01,540000.0,RUE DU CHERCHE-MIDI,6,33.0,2,2.32432,48.8486,16363.64,2023
2023-1354490,2023-09-01,1400000.0,BD VOLTAIRE,11,100.0,1,2.36619,48.86654,14000.0,2023
2023-1354491,2023-09-01,375000.0,RUE DE LANGEAC,15,39.0,2,2.29201,48.83562,9615.38,2023
2023-1354492,2023-09-01,300000.0,RUE DU CHERCHE-MIDI,6,28.0,1,2.3218,48.84774,10714.29,2023
2023-1354510,2023-09-01,190000.0,RUE CORIOLIS,12,26.0,1,2.39212,48.83546,7307.69,2023
2023-1354528,2023-09-01,500000.0,RUE REGNAULT,13,67.0,3,2.37283,48.82382,7462.69,2023
2023-1354552,2023-09-01,815300.0,RUE CHARLES FOURIER,13,89.0,4,2.35252,48.82518,9160.67,2023
2023-1354562,2023-09-01,329000.0,RUE LEDION,14,34.0,2,2.31694,48.82713,9676.47,2023
2023-1354577,2023-09-01,290000.0,RUE DE CHAMBERY,15,28.0,1,2.30377,48.83159,10357.14,2023
2023-1354591,2023-09-01,53700.0,AV D ITALIE,13,10.0,1,2.35742,48.82413,5370.0,2023
2023-1354593,2023-09-01,177000.0,RUE DU CARDINAL LEMOINE,5,20.0,1,2.34982,48.84549,8850.0,2023
2023-1354674,2023-09-01,707000.0,RUE DES CHARTREUX,6,48.0,2,2.33572,48.84219,14729.17,2023
2023-1354702,2023-09-01,1141830.0,VLA DE SEGUR,7,105.0,5,2.30983,48.85027,10874.57,2023
2023-1354735,2023-09-01,293220.0,RUE LECOURBE,15,33.0,2,2.2886,48.83855,8885.45,2023
2023-1354748,2023-09-01,505500.0,AV DU DOC ARNOLD NETTER,12,51.0,2,2.40682,48.84594,9911.76,2023
2023-1354769,2023-09-01,1020000.0,RUE DES CARMES,5,60.0,2,2.34717,48.8487,17000.0,2023
2023-1354779,2023-09-01,853100.0,RUE MONTGALLET,12,72.0,4,2.38699,48.84357,11848.61,2023
2023-1354797,2023-09-01,1440000.0,RUE DE BABYLONE,7,54.0,3,2.31974,48.85152,26666.67,2023
2023-1354814,2023-09-01,1728725.0,BD RICHARD LENOIR,11,138.0,5,2.3699,48.85632,12526.99,2023
2023-1354821,2023-09-01,568000.0,BD DIDEROT,12,51.0,3,2.38243,48.84653,11137.25,2023
2023-1354826,2023-09-01,715000.0,RUE DU SAHEL,12,71.0,3,2.40523,48.841,10070.42,2023
2023-1354884,2023-09-01,790000.0,RUE DU COMMANDT RENE MOUCHOTTE,14,77.0,4,2.32001,48.83931,10259.74,2023
2023-1354886,2023-09-01,336820.0,RUE ERNEST LACOSTE,12,37.0,2,2.40498,48.83491,9103.24,2023
2023-1354919,2023-09-01,110000.0,RUE GRAMME,15,50.0,3,2.29654,48.84463,2200.0,2023
2023-1354930,2023-09-01,176500.0,BD MURAT,16,18.0,1,2.26322,48.83882,9805.56,2023
2023-1354935,2023-09-01,333000.0,RUE LEON DELAGRANGE,15,39.0,2,2.28622,48.83412,8538.46,2023
2023-1354968,2023-09-01,145000.0,RUE CLOUET,15,15.0,1,2.30441,48.84648,9666.67,2023
2023-1354976,2023-09-01,360000.0,RUE SEXTIUS MICHEL,15,35.0,2,2.28881,48.85068,10285.71,2023
2023-1354983,2023-09-01,306437.0,RUE BRANCION,15,27.0,2,2.3047,48.83377,11349.52,2023
2023-1354994,2023-09-01,1162500.0,RUE LEBLANC,15,106.0,5,2.28145,48.83686,10966.98,2023
2023-1355052,2023-09-01,522000.0,SQ GRANGE,13,52.0,3,2.34446,48.83577,10038.46,2023
2023-1355063,2023-09-01,204214.0,RUE FROIDEVAUX,14,27.0,2,2.32826,48.83543,7563.48,2023
2023-1355148,2023-09-01,440000.0,RUE LEREDDE,13,50.0,2,2.37412,48.82875,8800.0,2023
2023-1355182,2023-09-01,230000.0,RUE CLER,7,16.0,1,2.3069,48.85626,14375.0,2023
2023-1355202,2023-09-01,234000.0,AV DU GENERAL LECLERC,14,29.0,1,2.32729,48.82619,8068.97,2023
2023-1355247,2023-09-01,710000.0,RUE LAKANAL,15,75.0,3,2.2956,48.84458,9466.67,2023
2023-1355265,2023-09-01,1281500.0,RUE DU FBG ST ANTOINE,12,100.0,4,2.37977,48.85026,12815.0,2023
2023-1355282,2023-09-01,356650.0,IMP DELAUNAY,11,31.0,2,2.38569,48.85535,11504.84,2023
2023-1355303,2023-09-01,2283000.0,RUE TRAVERSIERE,12,140.0,5,2.37284,48.84766,16307.14,2023
2023-1355319,2023-09-01,240000.0,RUE BAUDRICOURT,13,25.0,1,2.36259,48.82579,9600.0,2023
2023-1355509,2023-09-01,369175.0,RUE NATIONALE,13,40.0,2,2.36734,48.82456,9229.38,2023
2023-1355537,2023-09-01,375000.0,RUE MONTGALLET,12,40.0,2,2.38822,48.84385,9375.0,2023
2023-1355585,2023-09-01,663000.0,RUE DU COLONEL OUDOT,12,72.0,3,2.40717,48.83772,9208.33,2023
2023-1355640,2023-09-01,537000.0,RUE CROZATIER,12,51.0,3,2.38252,48.84633,10529.41,2023
2023-1355641,2023-09-01,299900.0,BD VINCENT AURIOL,13,32.0,2,2.3722,48.83718,9371.88,2023
2023-1355663,2023-09-01,122500.0,RUE JULES CESAR,12,50.0,3,2.36857,48.84901,2450.0,2023
2023-1356426,2023-09-01,260000.0,BD VOLTAIRE,11,23.0,2,2.39059,48.85114,11304.35,2023
2023-1334609,2023-09-02,137690.0,VLA STENDHAL,20,15.0,1,2.40234,48.86232,9179.33,2023
2023-1334664,2023-09-02,226000.0,RUE DES VIGNOLES,20,43.0,1,2.40084,48.85502,5255.81,2023
2023-1354633,2023-09-02,207000.0,RUE DUMERIL,13,22.0,1,2.35691,48.8377,9409.09,2023
2023-1334496,2023-09-04,383000.0,RUE DU TUNNEL,19,40.0,2,2.38555,48.879,9575.0,2023
2023-1334509,2023-09-04,623000.0,RUE DE ROMAINVILLE,19,64.0,3,2.40253,48.87735,9734.38,2023
2023-1334527,2023-09-04,810000.0,RUE DES DECHARGEURS,1,60.0,3,2.34609,48.86008,13500.0,2023
2023-1334529,2023-09-04,360000.0,RUE DU FBG ST MARTIN,10,42.0,2,2.35738,48.87143,8571.43,2023
2023-1334631,2023-09-04,280000.0,RUE JULIETTE DODU,10,26.0,2,2.36918,48.87577,10769.23,2023
2023-1334634,2023-09-04,685000.0,RUE DE CLICHY,9,64.0,3,2.33022,48.87932,10703.12,2023
2023-1334635,2023-09-04,678000.0,RUE DE LA CHINE,20,77.0,3,2.39965,48.86729,8805.19,2023
2023-1334650,2023-09-04,407000.0,RUE NOTRE-DAME DE NAZARETH,3,22.0,2,2.35806,48.86768,18500.0,2023
2023-1334651,2023-09-04,370130.0,RUE DU MARCHE ORDENER,18,37.0,2,2.33476,48.89438,10003.51,2023
2023-1334681,2023-09-04,770000.0,CITE DUPETIT-THOUARS,3,55.0,3,2.36208,48.86599,14000.0,2023
2023-1334689,2023-09-04,355000.0,AV CLAUDE VELLEFAUX,10,47.0,3,2.37001,48.87467,7553.19,2023
2023-1334690,2023-09-04,493770.0,RUE CURIAL,19,50.0,2,2.37523,48.89431,9875.4,2023
2023-1334691,2023-09-04,392000.0,RUE BOUCRY,18,65.0,3,2.36237,48.89458,6030.77,2023
2023-1334696,2023-09-04,155000.0,RUE SAUSSURE,17,15.0,1,2.31665,48.8835,10333.33,2023
2023-1334698,2023-09-04,569700.0,RUE DE LA GOUTTE D OR,18,69.0,3,2.35164,48.88533,8256.52,2023
2023-1334700,2023-09-04,460000.0,QUAI DE VALMY,10,42.0,2,2.36298,48.87348,10952.38,2023
2023-1334711,2023-09-04,441607.0,RUE DES VINAIGRIERS,10,32.0,2,2.36033,48.87295,13800.22,2023
2023-1334739,2023-09-04,247000.0,RUE EUGENE JUMIN,19,35.0,3,2.39272,48.88748,7057.14,2023
2023-1334750,2023-09-04,2102500.0,RUE DES ACACIAS,17,135.0,5,2.29052,48.87668,15574.07,2023
2023-1334769,2023-09-04,353000.0,RUE LAPEYRERE,18,33.0,2,2.34261,48.89175,10696.97,2023
2023-1334778,2023-09-04,450000.0,AV DE SAINT-OUEN,17,48.0,3,2.32622,48.89046,9375.0,2023
2023-1334791,2023-09-04,575393.0,RUE GUY MOQUET,17,54.0,3,2.32167,48.89199,10655.43,2023
2023-1334810,2023-09-04,162440.0,RUE BELLOT,19,19.0,1,2.36753,48.88615,8549.47,2023
2023-1334821,2023-09-04,377500.0,RUE POUCHET,17,36.0,2,2.3205,48.89463,10486.11,2023
2023-1334823,2023-09-04,370000.0,RUE DU FBG SAINT DENIS,10,41.0,3,2.35324,48.87184,9024.39,2023
2023-1334854,2023-09-04,442910.0,RUE DESCOMBES,17,40.0,3,2.29283,48.88498,11072.75,2023
2023-1334905,2023-09-04,154100.0,RUE PAJOL,18,20.0,1,2.363,48.89151,7705.0,2023
2023-1334912,2023-09-04,150000.0,PAS FLOURENS,17,17.0,2,2.32702,48.89715,8823.53,2023
2023-1334989,2023-09-04,277500.0,RUE DES HAIES,20,28.0,2,2.40408,48.85474,9910.71,2023
2023-1334992,2023-09-04,277500.0,RUE LEGENDRE,17,28.0,1,2.32404,48.88986,9910.71,2023
2023-1334993,2023-09-04,430000.0,RUE MARIE STUART,2,42.0,2,2.34763,48.86493,10238.1,2023
2023-1335010,2023-09-04,371000.0,RUE BEAUBOURG,3,32.0,2,2.35403,48.86151,11593.75,2023
2023-1335011,2023-09-04,83000.0,RUE DES TOURELLES,20,12.0,1,2.4037,48.87447,6916.67,2023
2023-1335013,2023-09-04,1465000.0,RUE ALFRED DE VIGNY,8,96.0,4,2.30544,48.87928,15260.42,2023
2023-1335018,2023-09-04,193000.0,RUE DE TANGER,19,20.0,1,2.36682,48.88468,9650.0,2023
2023-1335025,2023-09-04,60000.0,CITE DE CHABROL,10,10.0,1,2.35406,48.87642,6000.0,2023
2023-1335073,2023-09-04,377150.0,RUE DE LA TOUR D AUVERGNE,9,34.0,2,2.34153,48.87946,11092.65,2023
